SUBJECT_COURSE_SECTION,COURSE_TITLE,PRIMARY_INSTRUCTOR_NAME,SECONDARY_INSTRUCTOR_NAME,A_PLUS,A,A_MINUS,B_PLUS,B,B_MINUS,C_PLUS,C,C_MINUS,D_PLUS,D,D_MINUS,F,WITHDRAWN,SEMESTER,YEAR,LACKS_PLUS_MINUS
EWRT:D002:,EWRT D002,Maryalice Bonilla,,,12,,,11,,,4,,,0,,0,5,Winter,2019,1
EWRT:D002:,EWRT D002,Vivian Bejarin,,,5,,,6,,,2,,,1,,6,7,Winter,2019,1
EWRT:D002:,EWRT D002,Laura Martin,,,11,,,12,,,2,,,3,,2,4,Winter,2019,1
EWRT:D002:,EWRT D002,Laura Martin,,,6,,,6,,,5,,,2,,1,5,Winter,2019,1
EWRT:D002:,EWRT D002,Alan Simes,,,6,,,7,,,5,,,0,,0,4,Winter,2019,1
EWRT:D002:,EWRT D002,Alan Simes,,,7,,,5,,,2,,,0,,3,3,Winter,2019,1
EWRT:D002:,EWRT D002,Diane Furlan,,,6,,,10,,,1,,,1,,1,0,Winter,2019,1
EWRT:D002:,EWRT D002,Diane Furlan,,,10,,,12,,,3,,,0,,2,1,Winter,2019,1
EWRT:D002:,EWRT D002,Julie Morfee,,,13,,,9,,,2,,,0,,1,4,Winter,2019,1
EWRT:D002:,EWRT D002,Randie Wann,,,9,,,16,,,0,,,2,,1,0,Winter,2019,1
EWRT:D002:,EWRT D002,Brian Malone,,,7,,,9,,,5,,,1,,2,1,Winter,2019,1
EWRT:D002:,EWRT D002,Mary Cudahy,,,11,,,11,,,5,,,0,,2,1,Winter,2019,1
EWRT:D002:,EWRT D002,Mary Cudahy,,,18,,,6,,,2,,,0,,0,3,Winter,2019,1
EWRT:D002:,EWRT D002,Anna Lewis,,,18,,,10,,,0,,,0,,1,3,Winter,2019,1
EWRT:D002:,EWRT D002,Brian Smith,,,15,,,11,,,1,,,0,,0,1,Winter,2019,1
EWRT:D002:,EWRT D002,Brian Smith,,,10,,,12,,,4,,,0,,2,1,Winter,2019,1
EWRT:D002:,EWRT D002,Kenneth Weisner,,,13,,,10,,,2,,,0,,3,1,Winter,2019,1
EWRT:D002:,EWRT D002,Kenneth Weisner,,,22,,,4,,,0,,,1,,2,2,Winter,2019,1
EWRT:D002:,EWRT D002,Husne Jahan,,,19,,,14,,,1,,,0,,0,0,Winter,2019,1
EWRT:D002:,EWRT D002,Raymond Brennan,,,7,,,5,,,3,,,2,,2,5,Winter,2019,1
EWRT:D002:,EWRT D002,Raymond Brennan,,,6,,,11,,,9,,,0,,0,5,Winter,2019,1
EWRT:D002:,EWRT D002,Deborah Garfinkle,,,10,,,16,,,1,,,1,,0,1,Winter,2019,1
EWRT:D002:,EWRT D002,Deborah Garfinkle,,,8,,,11,,,3,,,0,,1,6,Winter,2019,1
EWRT:D002:,EWRT D002,Yeganeh Modirzadeh,,,14,,,5,,,0,,,0,,5,3,Winter,2019,1
EWRT:D002:,EWRT D002,Diana Fleming,,,21,,,5,,,0,,,2,,0,1,Winter,2019,1
EWRT:D002:,EWRT D002,Diana Fleming,,,17,,,9,,,1,,,2,,0,2,Winter,2019,1
EWRT:D002:,EWRT D002,Laura Orella,,,7,,,10,,,1,,,0,,4,3,Winter,2019,1
EWRT:D002:,EWRT D002,Stephen Howland,,,7,,,22,,,0,,,1,,0,1,Winter,2019,1
EWRT:D002H:,EWRT D002H,Brian Smith,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
EWRT:D01AH:,EWRT D01AH,Lydia Hearn,,,7,,,5,,,2,,,0,,0,0,Winter,2019,1
EWRT:D01BH:,EWRT D01BH,Jill Quigley,,,1,,,1,,,0,,,0,,1,0,Winter,2019,1
EWRT:D030:,EWRT D030,Kim Palmore,,,12,,,7,,,1,,,1,,3,1,Winter,2019,1
EWRT:D040:,EWRT D040,Becky Roberts,,,10,,,4,,,2,,,1,,2,6,Winter,2019,1
F/TV:D001:,F/TV D001,Susan Tavernetti,,,17,,,26,,,6,,,1,,2,3,Winter,2019,1
F/TV:D001:,F/TV D001,Glenn Lovell,,,8,,,12,,,12,,,1,,8,4,Winter,2019,1
F/TV:D001:,F/TV D001,Sara Vizcarrondo,,,5,,,10,,,4,,,3,,9,7,Winter,2019,1
F/TV:D001H:,F/TV D001H,Susan Tavernetti,,,1,,,0,,,0,,,0,,0,0,Winter,2019,1
F/TV:D002B:,F/TV D002B,Susan Tavernetti,,,13,,,23,,,6,,,0,,5,1,Winter,2019,1
F/TV:D002C:,F/TV D002C,Susan Tavernetti,,,9,,,14,,,8,,,1,,4,1,Winter,2019,1
F/TV:D006A:,F/TV D006A,Joshua Losben,,,16,,,6,,,0,,,1,,3,0,Winter,2019,1
F/TV:D006A:,F/TV D006A,Thomas Gamburg,,,10,,,5,,,0,,,0,,0,6,Winter,2019,1
F/TV:D010:,F/TV D010,Aimee Gillette,,,26,,,8,,,6,,,2,,3,3,Winter,2019,1
F/TV:D020:,F/TV D020,Milena Grozeva,,,17,,,8,,,0,,,4,,1,4,Winter,2019,1
F/TV:D020:,F/TV D020,Aimee Gillette,,,6,,,10,,,3,,,1,,1,7,Winter,2019,1
F/TV:D020:,F/TV D020,Dennis Irwin,,,9,,,10,,,1,,,1,,0,2,Winter,2019,1
F/TV:D023:,F/TV D023,Joel Abramson,,,26,,,4,,,0,,,0,,0,0,Winter,2019,1
F/TV:D026:,F/TV D026,Milena Grozeva,,,28,,,1,,,0,,,0,,0,0,Winter,2019,1
F/TV:D02BH:,F/TV D02BH,Susan Tavernetti,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
F/TV:D02CH:,F/TV D02CH,Susan Tavernetti,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
F/TV:D056A:,F/TV D056A,Aimee Gillette,,,14,,,7,,,1,,,0,,1,2,Winter,2019,1
F/TV:D059:,F/TV D059,Milena Grozeva,,,8,,,9,,,0,,,0,,1,4,Winter,2019,1
F/TV:D060B:,F/TV D060B,Joshua Losben,,,10,,,2,,,0,,,0,,0,1,Winter,2019,1
F/TV:D060C:,F/TV D060C,Joshua Losben,,,6,,,1,,,0,,,0,,0,0,Winter,2019,1
F/TV:D064A:,F/TV D064A,Joshua Losben,,,3,,,0,,,0,,,0,,0,0,Winter,2019,1
F/TV:D064B:,F/TV D064B,Joshua Losben,,,7,,,0,,,0,,,0,,0,0,Winter,2019,1
F/TV:D066A:,F/TV D066A,Martin Mcnamara,,,22,,,4,,,0,,,0,,0,0,Winter,2019,1
F/TV:D068A:,F/TV D068A,Teresa Dey,,,13,,,5,,,4,,,1,,4,3,Winter,2019,1
F/TV:D070A:,F/TV D070A,Martin Mcnamara,,,30,,,2,,,0,,,0,,1,0,Winter,2019,1
F/TV:D071G:,F/TV D071G,Teresa Dey,,,5,,,4,,,0,,,2,,3,5,Winter,2019,1
F/TV:D071H:,F/TV D071H,Teresa Dey,,,4,,,3,,,0,,,0,,1,0,Winter,2019,1
F/TV:D072G:,F/TV D072G,Teresa Dey,,,13,,,3,,,0,,,3,,4,0,Winter,2019,1
F/TV:D072H:,F/TV D072H,Teresa Dey,,,2,,,0,,,0,,,0,,0,0,Winter,2019,1
F/TV:D072J:,F/TV D072J,Teresa Dey,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
F/TV:D075K:,F/TV D075K,Martin Mcnamara,,,20,,,2,,,2,,,0,,0,1,Winter,2019,1
FREN:D001:,FREN D001,Loubna Hafid,,,13,,,2,,,4,,,2,,5,7,Winter,2019,1
FREN:D002:,FREN D002,Rocha Ortega,,,8,,,6,,,1,,,0,,1,9,Winter,2019,1
GEO:D001:,GEO D001,Kerry Rohrmeier,,,36,,,11,,,1,,,0,,2,3,Winter,2019,1
GEO:D001:,GEO D001,Purba Fernandez,,,16,,,11,,,8,,,2,,2,1,Winter,2019,1
GEO:D001:,GEO D001,Purba Fernandez,,,4,,,8,,,3,,,0,,0,0,Winter,2019,1
GEO:D001:,GEO D001,Keith Ducote,,,9,,,13,,,6,,,2,,7,2,Winter,2019,1
GEO:D004:,GEO D004,Purba Fernandez,,,9,,,7,,,2,,,1,,1,4,Winter,2019,1
GEO:D010:,GEO D010,Sohini Dutt,,,40,,,6,,,4,,,0,,0,2,Winter,2019,1
GEO:D010:,GEO D010,Sohini Dutt,,,32,,,8,,,6,,,2,,1,2,Winter,2019,1
GEO:D010:,GEO D010,Eileen Pena,,,43,,,7,,,2,,,0,,0,0,Winter,2019,1
GEOL:D010:,GEOL D010,Christopher Dileonardo,,,12,,,11,,,2,,,0,,0,2,Winter,2019,1
GEOL:D010:,GEOL D010,Christopher Dileonardo,,,4,,,10,,,9,,,0,,0,4,Winter,2019,1
GEOL:D010:,GEOL D010,Christopher Dileonardo,,,1,,,9,,,3,,,0,,2,5,Winter,2019,1
GEOL:D020:,GEOL D020,Christopher Dileonardo,,,11,,,9,,,4,,,1,,2,1,Winter,2019,1
GEOL:D020:,GEOL D020,Christopher Dileonardo,,,11,,,7,,,7,,,2,,1,1,Winter,2019,1
GERM:D001:,GERM D001,Larissa Chiriaeva,,,8,,,6,,,0,,,0,,2,2,Winter,2019,1
GERM:D002:,GERM D002,Maike Ahrends,,,19,,,4,,,1,,,0,,1,2,Winter,2019,1
HIST:D003A:,HIST D003A,Margaret Stevens,,,15,,,13,,,5,,,1,,7,3,Winter,2019,1
HIST:D003A:,HIST D003A,Rashi Jackman,,,20,,,15,,,3,,,0,,9,1,Winter,2019,1
HIST:D003A:,HIST D003A,Mylinh Pham,,,18,,,5,,,2,,,2,,2,1,Winter,2019,1
HIST:D003C:,HIST D003C,Christopher Jackson,,,4,,,11,,,5,,,5,,1,6,Winter,2019,1
HIST:D003C:,HIST D003C,Margaret Stevens,,,14,,,14,,,7,,,2,,6,6,Winter,2019,1
HIST:D006A:,HIST D006A,Ben Kline,,,36,,,8,,,8,,,1,,5,0,Winter,2019,1
HIST:D006A:,HIST D006A,Ben Kline,,,12,,,14,,,4,,,4,,2,8,Winter,2019,1
HIST:D006B:,HIST D006B,Ben Kline,,,17,,,16,,,3,,,2,,1,4,Winter,2019,1
HIST:D006C:,HIST D006C,Ben Kline,,,34,,,19,,,20,,,7,,12,2,Winter,2019,1
HIST:D010:,HIST D010,Carlos Mujal,,,15,,,10,,,2,,,3,,8,1,Winter,2019,1
HIST:D017A:,HIST D017A,Christopher Jackson,,,17,,,18,,,2,,,3,,1,1,Winter,2019,1
HIST:D017A:,HIST D017A,Carol Cini,,,9,,,16,,,9,,,3,,6,7,Winter,2019,1
HIST:D017A:,HIST D017A,Carol Cini,,,5,,,13,,,12,,,2,,6,9,Winter,2019,1
HIST:D017A:,HIST D017A,Carol Cini,,,3,,,6,,,13,,,5,,7,8,Winter,2019,1
HIST:D017A:,HIST D017A,Mylinh Pham,,,38,,,6,,,1,,,0,,3,1,Winter,2019,1
HIST:D017B:,HIST D017B,Gregory Knittel,,,91,,,16,,,2,,,0,,0,0,Winter,2019,1
HIST:D017B:,HIST D017B,Carlos Mujal,,,20,,,11,,,3,,,2,,6,3,Winter,2019,1
HIST:D017B:,HIST D017B,Carlos Mujal,,,3,,,10,,,3,,,3,,8,0,Winter,2019,1
HIST:D017C:,HIST D017C,Carlos Mujal,,,29,,,3,,,2,,,1,,1,1,Winter,2019,1
HIST:D017C:,HIST D017C,Carlos Mujal,,,12,,,12,,,5,,,3,,12,2,Winter,2019,1
HIST:D017C:,HIST D017C,Carol Cini,,,3,,,11,,,12,,,2,,1,12,Winter,2019,1
HIST:D017C:,HIST D017C,Anne Hickling,,,6,,,6,,,12,,,3,,4,13,Winter,2019,1
HIST:D017C:,HIST D017C,Alexander Gerould,,,26,,,26,,,16,,,3,,17,1,Winter,2019,1
HIST:D017C:,HIST D017C,Hai Nguyen,,,9,,,2,,,3,,,1,,6,3,Winter,2019,1
HIST:D018A:,HIST D018A,Julie Lewis,,,9,,,5,,,1,,,1,,3,13,Winter,2019,1
HIST:D019B:,HIST D019B,Soo Choi,,,33,,,5,,,1,,,1,,1,1,Winter,2019,1
HIST:D06CH:,HIST D06CH,Ben Kline,,,1,,,0,,,0,,,0,,0,0,Winter,2019,1
HIST:D17AH:,HIST D17AH,Carol Cini,,,1,,,0,,,0,,,0,,0,0,Winter,2019,1
HIST:D17AH:,HIST D17AH,Carol Cini,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HIST:D17AH:,HIST D17AH,Carol Cini,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HIST:D17CH:,HIST D17CH,Carol Cini,,,0,,,2,,,0,,,0,,0,0,Winter,2019,1
HLTH:D021:,HLTH D021,Barbara Liechty,,,30,,,3,,,1,,,1,,2,4,Winter,2019,1
HLTH:D021:,HLTH D021,Barbara Liechty,,,25,,,5,,,2,,,1,,0,1,Winter,2019,1
HLTH:D057A:,HLTH D057A,Mary Donahue,,,13,,,0,,,0,,,0,,0,4,Winter,2019,1
HNDI:D002:,HNDI D002,Nilu Gupta,,,23,,,2,,,0,,,0,,0,2,Winter,2019,1
HTEC:D050:,HTEC D050,Patricia Hassel,,,0,,,0,,,0,,,0,,0,2,Winter,2019,1
HTEC:D060A:,HTEC D060A,Susan Erickson,,,50,,,15,,,11,,,0,,9,10,Winter,2019,1
HTEC:D060A:,HTEC D060A,Maureen Miramontes,,,20,,,10,,,3,,,3,,2,7,Winter,2019,1
HTEC:D060G:,HTEC D060G,Susan Schmitz,,,8,,,9,,,5,,,1,,0,1,Winter,2019,1
HTEC:D061:,HTEC D061,Roy Shurtliff,,,12,,,6,,,2,,,0,,0,1,Winter,2019,1
HTEC:D064A:,HTEC D064A,Juanita Russell,,,4,,,7,,,10,,,3,,1,4,Winter,2019,1
HTEC:D064B:,HTEC D064B,Mary Lavin,,,5,,,10,,,8,,,2,,0,4,Winter,2019,1
HTEC:D068:,HTEC D068,Maureen Miramontes,,,3,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D071:,HTEC D071,Susan Erickson,,,5,,,8,,,1,,,0,,1,1,Winter,2019,1
HTEC:D073:,HTEC D073,Roy Shurtliff,,,26,,,9,,,3,,,0,,2,2,Winter,2019,1
HTEC:D074A:,HTEC D074A,Roy Shurtliff,,,1,,,0,,,0,,,0,,0,1,Winter,2019,1
HTEC:D074B:,HTEC D074B,Roy Shurtliff,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D074C:,HTEC D074C,Roy Shurtliff,,,1,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D077X:,HTEC D077X,Maureen Miramontes,,,0,,,0,,,0,,,0,,0,1,Winter,2019,1
HTEC:D082:,HTEC D082,Eric Moon,,,4,,,3,,,5,,,0,,0,2,Winter,2019,1
HTEC:D082A:,HTEC D082A,Eric Moon,,,2,,,7,,,4,,,0,,0,2,Winter,2019,1
HTEC:D083:,HTEC D083,Patricia Buchner,,,6,,,12,,,2,,,2,,0,2,Winter,2019,1
HTEC:D083A:,HTEC D083A,Patricia Buchner,,,4,,,12,,,3,,,3,,0,2,Winter,2019,1
HTEC:D085A:,HTEC D085A,Deborah Wagner,,,5,,,19,,,2,,,0,,0,0,Winter,2019,1
HTEC:D085C:,HTEC D085C,Sarah Cabayan,,,11,,,14,,,1,,,0,,0,0,Winter,2019,1
HTEC:D090H:,HTEC D090H,Maureen Miramontes,,,1,,,16,,,1,,,1,,0,1,Winter,2019,1
HTEC:D091:,HTEC D091,Patricia Williams,,,13,,,8,,,5,,,1,,2,5,Winter,2019,1
HTEC:D093:,HTEC D093,Kyounghee Kim,,,4,,,12,,,8,,,0,,0,2,Winter,2019,1
HTEC:D095A:,HTEC D095A,Maureen Miramontes,,,3,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D095B:,HTEC D095B,Maureen Miramontes,,,6,,,3,,,0,,,0,,2,0,Winter,2019,1
HTEC:D096A:,HTEC D096A,Maureen Miramontes,,,3,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D096B:,HTEC D096B,Maureen Miramontes,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D096C:,HTEC D096C,Maureen Miramontes,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D096D:,HTEC D096D,Maureen Miramontes,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D096E:,HTEC D096E,Maureen Miramontes,,,1,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D096F:,HTEC D096F,Maureen Miramontes,,,0,,,0,,,0,,,0,,0,1,Winter,2019,1
HTEC:D096G:,HTEC D096G,Maureen Miramontes,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D096H:,HTEC D096H,Maureen Miramontes,,,0,,,0,,,0,,,0,,1,0,Winter,2019,1
HTEC:D101A:,HTEC D101A,Anthony Milano,,,0,,,0,,,0,,,0,,0,4,Winter,2019,1
HTEC:D101A:,HTEC D101A,Anthony Milano,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D101C:,HTEC D101C,Kathryn Atwood,,,0,,,0,,,0,,,0,,0,1,Winter,2019,1
HTEC:D101E:,HTEC D101E,Maureen Miramontes,,,0,,,0,,,0,,,0,,0,1,Winter,2019,1
HTEC:D101F:,HTEC D101F,Sung Murata,,,0,,,0,,,0,,,0,,0,5,Winter,2019,1
HTEC:D101H:,HTEC D101H,Kathryn Atwood,,,0,,,0,,,0,,,0,,0,1,Winter,2019,1
HTEC:D101J:,HTEC D101J,Kathryn Atwood,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D101K:,HTEC D101K,Kathryn Atwood,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D101L:,HTEC D101L,Anthony Milano,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D101L:,HTEC D101L,Anthony Milano,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D101M:,HTEC D101M,Anthony Milano,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D101M:,HTEC D101M,Anthony Milano,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D110:,HTEC D110,Maureen Miramontes,,,4,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D180:,HTEC D180,Patricia Buchner,,,3,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D183:,HTEC D183,Patricia Buchner,,,3,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D184:,HTEC D184,Patricia Buchner,,,4,,,0,,,0,,,0,,0,0,Winter,2019,1
HTEC:D185:,HTEC D185,Patricia Buchner,,,4,,,0,,,0,,,0,,0,0,Winter,2019,1
HUMA:D010:,HUMA D010,Herminio Hernando,,,41,,,4,,,2,,,0,,7,0,Winter,2019,1
HUMA:D010:,HUMA D010,Robert Alexander,,,16,,,15,,,16,,,0,,3,2,Winter,2019,1
HUMA:D010:,HUMA D010,Kevin Glapion,,,17,,,11,,,6,,,1,,7,3,Winter,2019,1
HUMA:D010:,HUMA D010,Kevin Glapion,,,5,,,13,,,3,,,2,,4,5,Winter,2019,1
HUMA:D010:,HUMA D010,Natasha Joplin,,,17,,,15,,,6,,,0,,7,7,Winter,2019,1
HUMA:D010:,HUMA D010,Natasha Joplin,,,8,,,16,,,13,,,4,,7,4,Winter,2019,1
HUMA:D020:,HUMA D020,Pauline Wethington,,,13,,,12,,,2,,,0,,3,5,Winter,2019,1
HUMA:D020:,HUMA D020,Melinda Hughes,,,16,,,1,,,0,,,0,,6,1,Winter,2019,1
HUMA:D030:,HUMA D030,Pauline Wethington,,,23,,,6,,,2,,,0,,2,0,Winter,2019,1
HUMA:D030:,HUMA D030,Ky-Duyen Huynh,,,22,,,5,,,0,,,0,,3,1,Winter,2019,1
HUMA:D030:,HUMA D030,Betty Inoue,,,13,,,6,,,5,,,1,,4,4,Winter,2019,1
HUMI:D001:,HUMI D001,Apryl Berney,,,34,,,19,,,5,,,0,,8,2,Winter,2019,1
HUMI:D001:,HUMI D001,Lori Clinchard,,,37,,,19,,,6,,,1,,3,7,Winter,2019,1
HUMI:D001:,HUMI D001,Lori Clinchard,,,30,,,20,,,4,,,5,,3,4,Winter,2019,1
HUMI:D001:,HUMI D001,Janet Shaw,,,13,,,10,,,3,,,1,,1,7,Winter,2019,1
HUMI:D001:,HUMI D001,Alysia Rueda,,,14,,,8,,,3,,,5,,4,2,Winter,2019,1
HUMI:D001:,HUMI D001,Alysia Rueda,,,11,,,7,,,4,,,3,,4,3,Winter,2019,1
HUMI:D001:,HUMI D001,Rashi Jackman,,,40,,,5,,,1,,,0,,2,2,Winter,2019,1
HUMI:D001:,HUMI D001,Barbara Hoffman,,,24,,,19,,,3,,,1,,3,4,Winter,2019,1
HUMI:D001:,HUMI D001,Barbara Hoffman,,,16,,,9,,,4,,,1,,5,3,Winter,2019,1
HUMI:D001:,HUMI D001,Salamander Breiter,,,66,,,9,,,3,,,0,,2,3,Winter,2019,1
HUMI:D001:,HUMI D001,Salamander Breiter,,,52,,,14,,,2,,,1,,5,6,Winter,2019,1
HUMI:D001:,HUMI D001,Salamander Breiter,,,40,,,13,,,7,,,0,,10,9,Winter,2019,1
HUMI:D001:,HUMI D001,Daniel Elkan,,,20,,,11,,,3,,,0,,2,1,Winter,2019,1
HUMI:D001:,HUMI D001,Daniel Elkan,,,20,,,6,,,2,,,1,,1,2,Winter,2019,1
HUMI:D001:,HUMI D001,Andrew Wood,,,17,,,13,,,1,,,0,,2,3,Winter,2019,1
HUMI:D001:,HUMI D001,Andrew Wood,,,12,,,9,,,1,,,0,,8,5,Winter,2019,1
HUMI:D001H:,HUMI D001H,Lori Clinchard,,,5,,,0,,,0,,,0,,0,0,Winter,2019,1
HUMI:D001H:,HUMI D001H,Lori Clinchard,,,5,,,0,,,0,,,0,,0,0,Winter,2019,1
HUMI:D006:,HUMI D006,Apryl Berney,,,24,,,14,,,3,,,0,,1,0,Winter,2019,1
HUMI:D006:,HUMI D006,Raeann Ramsey,,,7,,,18,,,7,,,0,,0,2,Winter,2019,1
HUMI:D007:,HUMI D007,Lori Clinchard,,,23,,,6,,,4,,,3,,2,4,Winter,2019,1
HUMI:D009:,HUMI D009,Lori Clinchard,,,16,,,5,,,1,,,0,,0,0,Winter,2019,1
HUMI:D009:,HUMI D009,Javier Galindo,,,15,,,5,,,1,,,1,,1,5,Winter,2019,1
HUMI:D009H:,HUMI D009H,Lori Clinchard,,,6,,,1,,,0,,,1,,0,0,Winter,2019,1
HUMI:D016:,HUMI D016,Leslie Berry,,,41,,,0,,,0,,,0,,0,1,Winter,2019,1
ICS:D004:,ICS D004,Veronica Neal,,,38,,,1,,,0,,,0,,7,8,Winter,2019,1
ICS:D004:,ICS D004,Veronica Neal,,,29,,,8,,,2,,,0,,6,8,Winter,2019,1
ICS:D004:,ICS D004,Juan Gamboa,,,15,,,9,,,5,,,0,,0,0,Winter,2019,1
ICS:D004:,ICS D004,Juan Gamboa,,,14,,,15,,,6,,,5,,8,5,Winter,2019,1
ICS:D004:,ICS D004,Juan Gamboa,,,6,,,11,,,9,,,2,,0,0,Winter,2019,1
ICS:D004:,ICS D004,Mae Lee,,,7,,,26,,,9,,,1,,1,2,Winter,2019,1
ICS:D005:,ICS D005,Catie Cadge-Moore,,,11,,,14,,,3,,,1,,3,6,Winter,2019,1
ICS:D005:,ICS D005,Catie Cadge-Moore,,,10,,,3,,,4,,,0,,1,1,Winter,2019,1
ICS:D005:,ICS D005,Catie Cadge-Moore,,,10,,,7,,,3,,,2,,3,4,Winter,2019,1
ICS:D005:,ICS D005,Catie Cadge-Moore,,,8,,,6,,,1,,,1,,1,4,Winter,2019,1
ICS:D005:,ICS D005,Marc Coronado,,,12,,,2,,,2,,,1,,9,3,Winter,2019,1
ICS:D005:,ICS D005,Nancy Olsen,,,8,,,2,,,0,,,3,,8,6,Winter,2019,1
ICS:D005:,ICS D005,Nancy Olsen,,,2,,,6,,,1,,,0,,10,6,Winter,2019,1
ICS:D007:,ICS D007,Michael Chang,,,13,,,12,,,2,,,0,,0,2,Winter,2019,1
ICS:D007:,ICS D007,Michael Chang,,,6,,,7,,,3,,,1,,3,1,Winter,2019,1
ICS:D007:,ICS D007,Anuradha Khanna,,,12,,,7,,,2,,,0,,2,2,Winter,2019,1
ICS:D007:,ICS D007,Constance Cole,,,2,,,0,,,0,,,1,,1,1,Winter,2019,1
ICS:D007H:,ICS D007H,Anuradha Khanna,,,1,,,0,,,0,,,0,,0,0,Winter,2019,1
ICS:D009:,ICS D009,Julie Lewis,,,21,,,2,,,1,,,1,,8,12,Winter,2019,1
ICS:D011:,ICS D011,Julie Lewis,,,19,,,12,,,3,,,1,,7,7,Winter,2019,1
ICS:D018A:,ICS D018A,Julie Lewis,,,5,,,4,,,1,,,0,,4,2,Winter,2019,1
ICS:D020:,ICS D020,So Lee,,,15,,,4,,,1,,,1,,4,4,Winter,2019,1
ICS:D022:,ICS D022,Mae Lee,,,7,,,3,,,4,,,3,,13,9,Winter,2019,1
ICS:D024:,ICS D024,Sherwin Mendoza,,,38,,,4,,,0,,,0,,0,0,Winter,2019,1
ICS:D027:,ICS D027,Cynthia Kaufman,,,6,,,1,,,1,,,0,,2,2,Winter,2019,1
ICS:D030:,ICS D030,Juan Gamboa,,,14,,,12,,,10,,,0,,8,5,Winter,2019,1
ICS:D032:,ICS D032,Juan Gamboa,,,6,,,15,,,8,,,1,,1,3,Winter,2019,1
ICS:D033:,ICS D033,Jorge Guevara,,,9,,,11,,,5,,,9,,8,5,Winter,2019,1
ICS:D035:,ICS D035,Marc Coronado,,,21,,,8,,,4,,,1,,7,4,Winter,2019,1
ICS:D036:,ICS D036,David Tully,,,7,,,0,,,2,,,0,,1,0,Winter,2019,1
ICS:D044:,ICS D044,Meghan Kensler,,,33,,,4,,,3,,,0,,9,5,Winter,2019,1
ICS:D046:,ICS D046,Meghan Kensler,,,24,,,7,,,3,,,3,,6,8,Winter,2019,1
ICS:D055:,ICS D055,Michael Chang,,,4,,,2,,,0,,,0,,0,1,Winter,2019,1
ICS:D080:,ICS D080,Kimberly Vinall,,,4,,,0,,,0,,,0,,0,0,Winter,2019,1
ICS:D080X:,ICS D080X,Juan Gamboa,,,1,,,0,,,0,,,0,,0,0,Winter,2019,1
ICS:D080X:,ICS D080X,Edmundo Norte,,,1,,,0,,,0,,,0,,0,0,Winter,2019,1
ICS:D081X:,ICS D081X,Edmundo Norte,,,2,,,0,,,0,,,0,,0,0,Winter,2019,1
ICS:D081X:,ICS D081X,Edmundo Norte,,,0,,,0,,,0,,,0,,0,0,Winter,2019,1
ITAL:D002:,ITAL D002,Diana Ferrara,,,17,,,5,,,2,,,0,,2,0,Winter,2019,1
JAPN:D001:,JAPN D001,Min-Jin Kuo,,,12,,,7,,,2,,,3,,4,0,Winter,2019,1
JAPN:D001:,JAPN D001,Min-Jin Kuo,,,9,,,7,,,4,,,4,,5,10,Winter,2019,1
JAPN:D001:,JAPN D001,Renshi Xuan,,,16,,,7,,,4,,,2,,4,2,Winter,2019,1
JAPN:D001:,JAPN D001,Renshi Xuan,,,16,,,5,,,4,,,1,,4,2,Winter,2019,1
JAPN:D002:,JAPN D002,Min-Jin Kuo,,,18,,,9,,,1,,,1,,2,2,Winter,2019,1
JAPN:D002:,JAPN D002,Yumi Mccormick,,,20,,,4,,,0,,,0,,0,3,Winter,2019,1
JAPN:D003:,JAPN D003,Min-Jin Kuo,,,13,,,7,,,1,,,0,,1,4,Winter,2019,1
KNES:D001B:,KNES D001B,Mary Donahue,,,4,,,1,,,0,,,0,,0,3,Winter,2019,1
KNES:D001C:,KNES D001C,Mary Donahue,,,5,,,0,,,1,,,0,,3,2,Winter,2019,1
