SUBJECT_COURSE_SECTION,COURSE_TITLE,PRIMARY_INSTRUCTOR_NAME,SECONDARY_INSTRUCTOR_NAME,A_PLUS,A,A_MINUS,B_PLUS,B,B_MINUS,C_PLUS,C,C_MINUS,D_PLUS,D,D_MINUS,F,WITHDRAWN,SEMESTER,YEAR,LACKS_PLUS_MINUS
ADMJ:D064Z:,ADMJ D064Z,James Suits,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
ADMJ:D064Z:,ADMJ D064Z,James Suits,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
ADMJ:D073:,ADMJ D073,Bryan Peretti,,,9,,,4,,,5,,,3,,4,1,Spring,2019,1
ADMJ:D074A:,ADMJ D074A,Andrew Harsany,,,3,,,2,,,3,,,5,,0,0,Spring,2019,1
ADMJ:D075:,ADMJ D075,Griffin Bonini,,,11,,,13,,,5,,,0,,0,2,Spring,2019,1
ADMJ:D084:,ADMJ D084,Jeremiah Garrido,,,15,,,26,,,1,,,0,,0,1,Spring,2019,1
ADMJ:D090A:,ADMJ D090A,Dennis Burns,,,10,,,4,,,0,,,0,,0,2,Spring,2019,1
ADMJ:D095:,ADMJ D095,Eugene Lindenbaum,,,3,,,0,,,2,,,0,,0,0,Spring,2019,1
ANTH:D001:,ANTH D001,Ameeta Tiwana,,,22,,,15,,,7,,,1,,2,1,Spring,2019,1
ANTH:D001:,ANTH D001,Ameeta Tiwana,,,21,,,11,,,9,,,1,,4,1,Spring,2019,1
ANTH:D001:,ANTH D001,Ameeta Tiwana,,,13,,,11,,,9,,,4,,4,1,Spring,2019,1
ANTH:D001:,ANTH D001,Daniel Solomon,,,21,,,12,,,2,,,1,,4,3,Spring,2019,1
ANTH:D001:,ANTH D001,Julie Hui,,,12,,,16,,,2,,,1,,5,11,Spring,2019,1
ANTH:D001:,ANTH D001,Shankari Patel,,,30,,,18,,,4,,,2,,0,2,Spring,2019,1
ANTH:D001:,ANTH D001,Emily Beggs,,,26,,,6,,,4,,,3,,7,2,Spring,2019,1
ANTH:D001:,ANTH D001,Elisabeth-Anne Mabie,,,27,,,9,,,3,,,1,,6,3,Spring,2019,1
ANTH:D001H:,ANTH D001H,Ameeta Tiwana,,,2,,,0,,,0,,,0,,0,0,Spring,2019,1
ANTH:D001H:,ANTH D001H,Ameeta Tiwana,,,1,,,0,,,0,,,0,,0,0,Spring,2019,1
ANTH:D001H:,ANTH D001H,Ameeta Tiwana,,,1,,,0,,,0,,,0,,0,0,Spring,2019,1
ANTH:D001L:,ANTH D001L,Ameeta Tiwana,,,25,,,3,,,1,,,0,,0,0,Spring,2019,1
ANTH:D001L:,ANTH D001L,Daniel Solomon,,,22,,,2,,,0,,,1,,0,0,Spring,2019,1
ANTH:D001L:,ANTH D001L,Shankari Patel,,,12,,,6,,,4,,,0,,1,5,Spring,2019,1
ANTH:D001L:,ANTH D001L,Amanda Kadkly,,,14,,,5,,,0,,,0,,1,0,Spring,2019,1
ANTH:D002:,ANTH D002,Marissa Smith,,,8,,,10,,,2,,,4,,5,1,Spring,2019,1
ANTH:D002:,ANTH D002,Angel Roque,,,22,,,10,,,4,,,0,,2,5,Spring,2019,1
ANTH:D002:,ANTH D002,Angel Roque,,,13,,,3,,,2,,,1,,0,1,Spring,2019,1
ANTH:D002:,ANTH D002,Ashidhara Das,,,31,,,3,,,1,,,0,,3,5,Spring,2019,1
ANTH:D002:,ANTH D002,Ashidhara Das,,,27,,,8,,,3,,,2,,4,7,Spring,2019,1
ANTH:D002:,ANTH D002,Ashidhara Das,,,17,,,7,,,0,,,1,,4,7,Spring,2019,1
ANTH:D002:,ANTH D002,Aguilar Cerda,,,25,,,5,,,1,,,0,,3,0,Spring,2019,1
ANTH:D003:,ANTH D003,Amanda Kadkly,,,15,,,8,,,2,,,2,,5,2,Spring,2019,1
ANTH:D007:,ANTH D007,Elisabeth-Anne Mabie,,,17,,,6,,,2,,,0,,2,0,Spring,2019,1
ARTS:D001A:,ARTS D001A,Yael Karmi,,,28,,,11,,,6,,,2,,2,4,Spring,2019,1
ARTS:D001A:,ARTS D001A,Linda Becerril,,,9,,,10,,,9,,,2,,7,6,Spring,2019,1
ARTS:D001A:,ARTS D001A,Elizabeth Mjelde,,,20,,,8,,,8,,,2,,6,1,Spring,2019,1
ARTS:D001A:,ARTS D001A,Elizabeth Mjelde,,,18,,,15,,,2,,,1,,3,1,Spring,2019,1
ARTS:D001A:,ARTS D001A,Elizabeth Mjelde,,,16,,,14,,,2,,,2,,4,6,Spring,2019,1
ARTS:D001B:,ARTS D001B,Yael Karmi,,,16,,,16,,,8,,,1,,2,5,Spring,2019,1
ARTS:D002A:,ARTS D002A,Deborah Pasturel,,,84,,,12,,,3,,,0,,0,1,Spring,2019,1
ARTS:D002B:,ARTS D002B,Natasha Kleit,,,24,,,12,,,8,,,1,,0,4,Spring,2019,1
ARTS:D002C:,ARTS D002C,Elizabeth Mjelde,,,22,,,12,,,0,,,0,,3,2,Spring,2019,1
ARTS:D002D:,ARTS D002D,Natasha Kleit,,,9,,,5,,,1,,,2,,6,7,Spring,2019,1
ARTS:D002F:,ARTS D002F,Catie Cadge-Moore,,,11,,,2,,,2,,,0,,2,1,Spring,2019,1
ARTS:D002F:,ARTS D002F,Catie Cadge-Moore,,,9,,,6,,,3,,,0,,1,2,Spring,2019,1
ARTS:D002F:,ARTS D002F,Catie Cadge-Moore,,,8,,,3,,,1,,,0,,1,2,Spring,2019,1
ARTS:D002F:,ARTS D002F,Nancy Olsen,,,5,,,2,,,2,,,1,,11,6,Spring,2019,1
ARTS:D002F:,ARTS D002F,Marc Coronado,,,5,,,3,,,2,,,2,,1,3,Spring,2019,1
ARTS:D002F:,ARTS D002F,Constance Cole,,,2,,,6,,,0,,,2,,2,1,Spring,2019,1
ARTS:D002G:,ARTS D002G,So Lee,,,17,,,8,,,0,,,0,,1,11,Spring,2019,1
ARTS:D002G:,ARTS D002G,So Lee,,,5,,,4,,,3,,,2,,1,6,Spring,2019,1
ARTS:D004A:,ARTS D004A,Marcia Briggs,,,25,,,2,,,0,,,0,,2,0,Spring,2019,1
ARTS:D004A:,ARTS D004A,Prakash Chandras,,,15,,,8,,,0,,,0,,3,0,Spring,2019,1
ARTS:D004A:,ARTS D004A,Masako Miki,,,10,,,4,,,3,,,0,,4,1,Spring,2019,1
ARTS:D004A:,ARTS D004A,Masako Miki,,,7,,,7,,,2,,,1,,2,4,Spring,2019,1
ARTS:D004B:,ARTS D004B,Cheryl Coon,,,8,,,2,,,5,,,1,,0,0,Spring,2019,1
ARTS:D004B:,ARTS D004B,Julie Hughes,,,10,,,9,,,1,,,0,,1,0,Spring,2019,1
ARTS:D004C:,ARTS D004C,Mark Engel,,,23,,,12,,,1,,,0,,0,0,Spring,2019,1
ARTS:D008:,ARTS D008,Marcia Briggs,,,26,,,0,,,0,,,0,,2,0,Spring,2019,1
ARTS:D008:,ARTS D008,Patricia Jauch,,,29,,,0,,,0,,,0,,1,0,Spring,2019,1
ARTS:D010A:,ARTS D010A,Patricia Jauch,,,20,,,1,,,0,,,0,,0,1,Spring,2019,1
ARTS:D010A:,ARTS D010A,Motosuke Ohtake,,,7,,,2,,,1,,,0,,1,3,Spring,2019,1
ARTS:D010B:,ARTS D010B,Patricia Jauch,,,2,,,0,,,0,,,0,,0,0,Spring,2019,1
ARTS:D010B:,ARTS D010B,Motosuke Ohtake,,,5,,,0,,,0,,,0,,0,1,Spring,2019,1
ARTS:D012:,ARTS D012,Julie Hughes,,,16,,,13,,,1,,,0,,0,2,Spring,2019,1
ARTS:D016A:,ARTS D016A,Julie Hughes,,,12,,,8,,,0,,,0,,0,0,Spring,2019,1
ARTS:D016B:,ARTS D016B,Julie Hughes,,,4,,,1,,,0,,,0,,1,0,Spring,2019,1
ARTS:D016C:,ARTS D016C,Julie Hughes,,,3,,,1,,,0,,,0,,0,0,Spring,2019,1
ARTS:D018A:,ARTS D018A,Julia Feld,,,16,,,2,,,2,,,0,,1,1,Spring,2019,1
ARTS:D018A:,ARTS D018A,Julia Feld,,,15,,,4,,,2,,,0,,1,4,Spring,2019,1
ARTS:D018A:,ARTS D018A,Kimberly Cook,,,16,,,3,,,0,,,0,,0,0,Spring,2019,1
ARTS:D018B:,ARTS D018B,Julia Feld,,,10,,,5,,,1,,,0,,0,0,Spring,2019,1
ARTS:D018C:,ARTS D018C,Julia Feld,,,5,,,0,,,0,,,0,,0,0,Spring,2019,1
ARTS:D018D:,ARTS D018D,Kimberly Cook,,,2,,,0,,,0,,,0,,0,0,Spring,2019,1
ARTS:D037A:,ARTS D037A,Motosuke Ohtake,,,8,,,4,,,0,,,0,,1,2,Spring,2019,1
ARTS:D037B:,ARTS D037B,Motosuke Ohtake,,,3,,,1,,,0,,,0,,0,0,Spring,2019,1
ARTS:D037C:,ARTS D037C,Motosuke Ohtake,,,5,,,0,,,0,,,0,,0,0,Spring,2019,1
ARTS:D053:,ARTS D053,Marco Marquez,,,25,,,2,,,2,,,0,,4,0,Spring,2019,1
ARTS:D054:,ARTS D054,Gokce Kasikci,,,22,,,3,,,5,,,1,,1,0,Spring,2019,1
ARTS:D055A:,ARTS D055A,Gokce Kasikci,,,15,,,5,,,2,,,0,,0,1,Spring,2019,1
ARTS:D055B:,ARTS D055B,Marco Marquez,,,21,,,1,,,0,,,1,,1,5,Spring,2019,1
ARTS:D055C:,ARTS D055C,Marco Marquez,,,1,,,0,,,0,,,0,,0,0,Spring,2019,1
ARTS:D058A:,ARTS D058A,Motosuke Ohtake,,,8,,,0,,,2,,,0,,1,1,Spring,2019,1
ARTS:D058B:,ARTS D058B,Motosuke Ohtake,,,6,,,0,,,0,,,0,,1,1,Spring,2019,1
ARTS:D058C:,ARTS D058C,Motosuke Ohtake,,,4,,,0,,,0,,,0,,2,0,Spring,2019,1
ARTS:D085:,ARTS D085,Marco Marquez,,,28,,,0,,,0,,,0,,1,2,Spring,2019,1
ASTR:D004:,ASTR D004,Paul Olejniczak,,,101,,,17,,,7,,,0,,7,4,Spring,2019,1
ASTR:D004:,ASTR D004,Sherwood Harrington,,,31,,,15,,,16,,,1,,6,2,Spring,2019,1
ASTR:D004:,ASTR D004,Sherwood Harrington,,,14,,,20,,,19,,,1,,9,7,Spring,2019,1
ASTR:D004:,ASTR D004,Marek Cichanski,,,26,,,34,,,20,,,2,,12,7,Spring,2019,1
ASTR:D004:,ASTR D004,Marek Cichanski,,,7,,,25,,,14,,,6,,15,9,Spring,2019,1
ASTR:D004:,ASTR D004,Shirazi Chaharsough,,,13,,,11,,,10,,,4,,6,7,Spring,2019,1
ASTR:D010:,ASTR D010,Eric Peterson,,,3,,,11,,,4,,,3,,4,3,Spring,2019,1
ASTR:D015L:,ASTR D015L,Marek Cichanski,,,26,,,6,,,2,,,0,,1,1,Spring,2019,1
AUTO:D050A:,AUTO D050A,William Wishart,,,12,,,3,,,8,,,0,,4,8,Spring,2019,1
AUTO:D050A:,AUTO D050A,William Wishart,,,11,,,3,,,8,,,4,,9,3,Spring,2019,1
AUTO:D050B:,AUTO D050B,Forrest O’Brien,,,8,,,6,,,3,,,0,,2,6,Spring,2019,1
AUTO:D050B:,AUTO D050B,Johnathan Walton,,,9,,,8,,,3,,,0,,7,1,Spring,2019,1
AUTO:D051A:,AUTO D051A,William Wishart,,,10,,,5,,,3,,,0,,3,0,Spring,2019,1
AUTO:D051A:,AUTO D051A,William Wishart,,,9,,,6,,,8,,,1,,2,2,Spring,2019,1
AUTO:D051B:,AUTO D051B,William Wishart,,,19,,,5,,,0,,,0,,2,0,Spring,2019,1
AUTO:D051B:,AUTO D051B,William Wishart,,,17,,,5,,,3,,,0,,2,3,Spring,2019,1
AUTO:D053A:,AUTO D053A,Michael McCart,,,1,,,5,,,5,,,2,,7,2,Spring,2019,1
AUTO:D060:,AUTO D060,Michael McCart,,,4,,,9,,,6,,,2,,2,4,Spring,2019,1
AUTO:D060:,AUTO D060,Xavier Silva,,,13,,,13,,,7,,,1,,4,0,Spring,2019,1
AUTO:D060D:,AUTO D060D,Johnathan Walton,,,8,,,2,,,9,,,1,,0,0,Spring,2019,1
AUTO:D060E:,AUTO D060E,Johnathan Walton,,,4,,,9,,,4,,,0,,4,0,Spring,2019,1
AUTO:D061A:,AUTO D061A,Johnathan Walton,,,4,,,10,,,3,,,0,,0,0,Spring,2019,1
AUTO:D061B:,AUTO D061B,Johnathan Walton,,,4,,,5,,,6,,,0,,2,0,Spring,2019,1
AUTO:D063A:,AUTO D063A,Richard Maynard,,,2,,,3,,,1,,,2,,1,1,Spring,2019,1
AUTO:D069Y:,AUTO D069Y,Lawrence Vernazza,,,8,,,10,,,8,,,0,,0,0,Spring,2019,1
AUTO:D093C:,AUTO D093C,Richard Maynard,,,3,,,15,,,8,,,0,,0,0,Spring,2019,1
AUTO:D093D:,AUTO D093D,Richard Maynard,,,2,,,12,,,9,,,3,,0,0,Spring,2019,1
AUTO:D093E:,AUTO D093E,Richard Maynard,,,3,,,15,,,8,,,0,,0,0,Spring,2019,1
AUTO:D093F:,AUTO D093F,Richard Maynard,,,3,,,15,,,8,,,0,,0,0,Spring,2019,1
AUTO:D094E:,AUTO D094E,David Capitolo,,,13,,,6,,,1,,,4,,0,0,Spring,2019,1
AUTO:D094F:,AUTO D094F,David Capitolo,,,11,,,12,,,1,,,0,,1,0,Spring,2019,1
AUTO:D099E:,AUTO D099E,Lawrence Vernazza,,,10,,,8,,,8,,,1,,1,1,Spring,2019,1
AUTO:D099F:,AUTO D099F,Lawrence Vernazza,,,8,,,5,,,11,,,2,,0,0,Spring,2019,1
AUTO:D350A:,AUTO D350A,William Wishart,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
AUTO:D350A:,AUTO D350A,William Wishart,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
AUTO:D350B:,AUTO D350B,Forrest O’Brien,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
AUTO:D350B:,AUTO D350B,Johnathan Walton,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
AUTO:D351A:,AUTO D351A,William Wishart,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
AUTO:D351A:,AUTO D351A,William Wishart,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
AUTO:D351B:,AUTO D351B,William Wishart,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
AUTO:D351B:,AUTO D351B,William Wishart,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
AUTO:D360:,AUTO D360,Michael McCart,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
AUTO:D360:,AUTO D360,Xavier Silva,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
AUTO:D361A:,AUTO D361A,Johnathan Walton,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
AUTO:D361B:,AUTO D361B,Johnathan Walton,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D006A:,BIOL D006A,Bruce Heyer,,,2,,,2,,,10,,,1,,6,14,Spring,2019,1
BIOL:D006A:,BIOL D006A,Bruce Heyer,,,5,,,10,,,5,,,1,,2,11,Spring,2019,1
BIOL:D006B:,BIOL D006B,Brian Mccauley,,,8,,,10,,,0,,,2,,6,5,Spring,2019,1
BIOL:D006B:,BIOL D006B,Brian Mccauley,,,5,,,6,,,3,,,4,,7,3,Spring,2019,1
BIOL:D006C:,BIOL D006C,Elizabeth Mcpartlan,,,11,,,13,,,6,,,0,,0,0,Spring,2019,1
BIOL:D006C:,BIOL D006C,Elizabeth Mcpartlan,,,15,,,12,,,3,,,0,,0,0,Spring,2019,1
BIOL:D006C:,BIOL D006C,Robert Johnson,,,23,,,12,,,0,,,0,,0,0,Spring,2019,1
BIOL:D006C:,BIOL D006C,Ann Daniel,,,2,,,19,,,6,,,1,,0,0,Spring,2019,1
BIOL:D010:,BIOL D010,Jason Bram,,,10,,,10,,,7,,,0,,2,3,Spring,2019,1
BIOL:D010:,BIOL D010,Jason Bram,,,5,,,9,,,5,,,1,,2,8,Spring,2019,1
BIOL:D010:,BIOL D010,Judy Cuff-Alvarado,,,15,,,9,,,4,,,1,,1,5,Spring,2019,1
BIOL:D010:,BIOL D010,Judy Cuff-Alvarado,,,15,,,7,,,6,,,0,,0,3,Spring,2019,1
BIOL:D010:,BIOL D010,Eric Pane,,,4,,,8,,,2,,,4,,8,2,Spring,2019,1
BIOL:D010:,BIOL D010,Eric Pane,,,8,,,7,,,1,,,2,,13,2,Spring,2019,1
BIOL:D010:,BIOL D010,Gayatri Pal,,,19,,,9,,,1,,,0,,2,3,Spring,2019,1
BIOL:D010:,BIOL D010,Gayatri Pal,,,20,,,4,,,0,,,1,,1,4,Spring,2019,1
BIOL:D010H:,BIOL D010H,Jason Bram,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D010H:,BIOL D010H,Jason Bram,,,1,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D010H:,BIOL D010H,Eric Pane,,,2,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D010H:,BIOL D010H,Eric Pane,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D011:,BIOL D011,Susmita Sengupta,,,13,,,3,,,3,,,1,,5,4,Spring,2019,1
BIOL:D011:,BIOL D011,Vidyodhaya Sundaram,,,7,,,7,,,6,,,0,,3,2,Spring,2019,1
BIOL:D011:,BIOL D011,Ebenezer Morikang,,,8,,,2,,,6,,,0,,2,3,Spring,2019,1
BIOL:D011:,BIOL D011,Guido Bordignon,,,21,,,3,,,3,,,0,,2,3,Spring,2019,1
BIOL:D011:,BIOL D011,Guido Bordignon,,,14,,,8,,,4,,,0,,6,1,Spring,2019,1
BIOL:D013:,BIOL D013,Jason Bram,,,10,,,4,,,8,,,1,,1,3,Spring,2019,1
BIOL:D013:,BIOL D013,Jason Bram,,,9,,,4,,,6,,,2,,5,3,Spring,2019,1
BIOL:D026:,BIOL D026,Guido Bordignon,,,8,,,10,,,9,,,0,,0,1,Spring,2019,1
BIOL:D026:,BIOL D026,Guido Bordignon,,,7,,,14,,,4,,,0,,2,1,Spring,2019,1
BIOL:D040A:,BIOL D040A,Lakshmikanta Sengupta,,,4,,,3,,,7,,,3,,7,8,Spring,2019,1
BIOL:D040A:,BIOL D040A,Lakshmikanta Sengupta,,,6,,,8,,,5,,,4,,4,6,Spring,2019,1
BIOL:D040B:,BIOL D040B,Rosemary Hardin,,,8,,,11,,,7,,,2,,0,1,Spring,2019,1
BIOL:D040B:,BIOL D040B,Rosemary Hardin,,,11,,,11,,,8,,,4,,1,1,Spring,2019,1
BIOL:D040C:,BIOL D040C,Nora Balabanian,,,14,,,12,,,6,,,2,,0,1,Spring,2019,1
BIOL:D040C:,BIOL D040C,Nora Balabanian,,,19,,,11,,,5,,,0,,0,0,Spring,2019,1
BIOL:D040C:,BIOL D040C,Robert Kalpin,,,6,,,5,,,6,,,3,,0,2,Spring,2019,1
BIOL:D040C:,BIOL D040C,Robert Kalpin,,,7,,,11,,,3,,,0,,0,3,Spring,2019,1
BIOL:D040C:,BIOL D040C,Robert Kalpin,,,11,,,5,,,2,,,2,,1,3,Spring,2019,1
BIOL:D040C:,BIOL D040C,Robert Kalpin,,,16,,,9,,,4,,,2,,1,2,Spring,2019,1
BIOL:D040C:,BIOL D040C,Vickie Annen,,,8,,,9,,,12,,,1,,0,3,Spring,2019,1
BIOL:D040C:,BIOL D040C,Vickie Annen,,,17,,,4,,,6,,,2,,0,0,Spring,2019,1
BIOL:D040C:,BIOL D040C,Vickie Annen,,,7,,,5,,,12,,,0,,0,0,Spring,2019,1
BIOL:D045:,BIOL D045,Anne Miller,,,4,,,10,,,7,,,1,,4,2,Spring,2019,1
BIOL:D045:,BIOL D045,Anne Miller,,,7,,,18,,,6,,,1,,4,2,Spring,2019,1
BIOL:D054I:,BIOL D054I,Judy Cuff-Alvarado,,,27,,,2,,,2,,,0,,5,2,Spring,2019,1
BIOL:D054J:,BIOL D054J,Judy Cuff-Alvarado,,,27,,,2,,,6,,,0,,1,2,Spring,2019,1
BIOL:D06AH:,BIOL D06AH,Bruce Heyer,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D06AH:,BIOL D06AH,Bruce Heyer,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D06CH:,BIOL D06CH,Elizabeth Mcpartlan,,,2,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D06CH:,BIOL D06CH,Elizabeth Mcpartlan,,,3,,,1,,,0,,,0,,0,0,Spring,2019,1
BIOL:D077:,BIOL D077,Brian Mccauley,,,2,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D077:,BIOL D077,Brian Mccauley,,,2,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D077:,BIOL D077,Bruce Heyer,,,1,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D077:,BIOL D077,Bruce Heyer,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D077:,BIOL D077,Jason Bram,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D077:,BIOL D077,Jason Bram,,,1,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D077X:,BIOL D077X,Rosemary Hardin,,,1,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D077X:,BIOL D077X,Toro De,,,0,,,0,,,0,,,0,,0,0,Spring,2019,1
BIOL:D077Y:,BIOL D077Y,Toro De,,,4,,,0,,,1,,,0,,0,0,Spring,2019,1
BUS:D010:,BUS D010,Michele Fritz,,,11,,,10,,,12,,,1,,6,4,Spring,2019,1
