SUBJECT_COURSE_SECTION,COURSE_TITLE,PRIMARY_INSTRUCTOR_NAME,SECONDARY_INSTRUCTOR_NAME,A_PLUS,A,A_MINUS,B_PLUS,B,B_MINUS,C_PLUS,C,C_MINUS,D_PLUS,D,D_MINUS,F,WITHDRAWN,SEMESTER,YEAR,LACKS_PLUS_MINUS
ACCT:D001A:01Z,FINAN ACCOUNTNG I,Mary Breen,,2,4,2,1,1,2,1,3,0,1,1,0,11,4,Spring,2024,0
ACCT:D001A:02Y,FINAN ACCOUNTNG I,Sandra Li,,9,8,3,2,5,3,2,3,0,0,0,1,1,9,Spring,2024,0
ACCT:D001A:03Y,FINAN ACCOUNTNG I,Jeffrey West,,4,5,1,3,3,2,3,3,0,0,5,0,3,9,Spring,2024,0
ACCT:D001A:04Y,FINAN ACCOUNTNG I,Lydia Botsford,,0,5,3,2,2,0,0,4,0,0,3,0,8,5,Spring,2024,0
ACCT:D001A:05Z,FINAN ACCOUNTNG I,Sandra Li,,10,7,2,4,7,0,3,3,0,0,0,0,0,2,Spring,2024,0
ACCT:D001A:06Z,FINAN ACCOUNTNG I,Mahalakshmi Ramamurthy,,2,9,8,3,2,3,1,3,0,0,2,0,5,1,Spring,2024,0
ACCT:D001A:66Z,FINAN ACCOUNTNG I,Mary Breen,,1,3,3,2,1,7,1,2,0,0,2,4,11,5,Spring,2024,0
ACCT:D001B:02Y,FINAN ACCOUNTG II,Jeffrey West,,7,7,3,5,1,5,0,3,0,1,1,0,0,2,Spring,2024,0
ACCT:D001B:03Y,FINAN ACCOUNTG II,Kevin Mello,,1,4,7,4,1,2,2,4,0,2,5,0,0,2,Spring,2024,0
ACCT:D001B:04Y,FINAN ACCOUNTG II,Lakshmamma Venkata,,0,3,1,2,2,2,0,3,0,0,0,0,8,1,Spring,2024,0
ACCT:D001B:04Z,FINAN ACCOUNTG II,Mahalakshmi Ramamurthy,,0,2,3,4,8,2,4,7,0,0,1,0,1,1,Spring,2024,0
ACCT:D001B:05Z,FINAN ACCOUNTG II,Michael Riordan,,0,31,0,1,4,0,0,3,0,0,0,0,0,2,Spring,2024,0
ACCT:D001B:68Z,FINAN ACCOUNTG II,Lydia Botsford,,0,15,9,0,8,3,2,6,0,0,0,0,1,2,Spring,2024,0
ACCT:D001B:69Z,FINAN ACCOUNTG II,Lydia Botsford,,0,7,11,3,7,4,0,5,0,0,0,0,0,2,Spring,2024,0
ACCT:D001C:01Y,MANAG ACCOUNTG,Kevin Mello,,6,9,7,4,2,9,4,4,0,0,0,0,0,0,Spring,2024,0
ACCT:D001C:01Z,MANAG ACCOUNTG,Lakshmamma Venkata,,1,5,1,1,3,9,5,7,0,0,0,0,1,1,Spring,2024,0
ACCT:D001C:02Y,MANAG ACCOUNTG,Catherina Wong,,18,12,6,3,2,0,1,2,0,0,0,0,0,0,Spring,2024,0
ACCT:D001C:05Z,MANAG ACCOUNTG,Richard Claire,,1,13,18,8,2,2,1,4,0,0,0,0,0,1,Spring,2024,0
ACCT:D001C:64Z,MANAG ACCOUNTG,Lawrence Osborne,,2,19,7,5,5,0,1,3,0,0,0,0,0,0,Spring,2024,0
ACCT:D001C:65Z,MANAG ACCOUNTG,Lih Hung,,4,22,7,5,1,5,0,1,0,0,0,0,1,0,Spring,2024,0
ACCT:D001C:68Z,MANAG ACCOUNTG,Sandra Li,,7,6,5,5,7,1,5,6,0,0,0,0,1,2,Spring,2024,0
ACCT:D01CH:02Y,MANAGERIAL ACCT-HONORS,Catherina Wong,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
ACCT:D051A:64Z,INT ACCOUNTING,Kevin Mello,,0,4,9,5,0,2,2,2,0,0,0,2,0,2,Spring,2024,0
ACCT:D058.:64Z,AUDITING,John Lord,,3,16,7,4,5,1,0,0,0,0,0,0,0,0,Spring,2024,0
ACCT:D064.:64Z,PAYROLL/BUS TAX ACCT,Laurienne Hammond,,0,10,3,3,4,2,2,2,0,0,0,0,0,0,Spring,2024,0
ACCT:D067.:64Z,INDIVIDUAL INCOME TAXATION,Lydia Botsford,,0,9,0,0,9,0,0,2,0,0,1,0,6,1,Spring,2024,0
ACCT:D073.:64Z,FRAUD DETECTION AND DETERRENCE,John Lord,,17,18,2,0,3,0,0,0,0,0,0,0,1,0,Spring,2024,0
ACCT:D074.:62Z,ACCOUNTING ETHICS,Alexis Gough,,0,23,3,0,6,0,0,1,0,0,0,0,2,0,Spring,2024,0
ACCT:D088.:64Z,EXCEL SPRDSHTS FOR ACCT,Amber Hatter,,13,1,1,0,2,5,1,0,0,0,0,0,0,3,Spring,2024,0
ACCT:D87AI:61Z,COMPTR ACCT PRGM I (QUICKBKS),Laurienne Hammond,,0,11,1,0,3,0,0,1,0,0,0,0,0,0,Spring,2024,0
ADMJ:D001.:01Y,INTRO TO ADMIN OF JUSTICE,James Suits,,2,4,5,5,5,4,4,1,0,2,0,0,0,1,Spring,2024,0
ADMJ:D003.:50Z,CONCEPTS OF CRIM LAW (CP 2),Amir Alem,,0,1,3,2,4,3,3,2,0,0,1,1,4,0,Spring,2024,0
ADMJ:D005.:1,COMMUNITY RELATIONS,Ramona Gabriel,,1,3,3,1,0,3,0,0,0,0,0,0,0,0,Spring,2024,0
ADMJ:D006.:1,"CRIME, CORRECTION AND SOCIETY",Ramona Gabriel,,3,5,5,3,0,5,0,0,0,0,0,0,3,1,Spring,2024,0
ADMJ:D025.:01Y,LAW AND SOCIAL CHANGE,James Suits,,6,3,0,2,0,3,0,0,0,0,1,1,3,1,Spring,2024,0
ADMJ:D029.:64Z,ETHN STUD/CUL PLUR/AMER LAW,Meghan Kensler,,0,28,0,0,6,0,0,1,0,0,0,0,1,1,Spring,2024,0
ADMJ:D056.:01Z,PRACT WRIT FOR ADMJ,DuJuan Green,,8,3,1,0,2,0,0,0,0,0,0,0,15,0,Spring,2024,0
ADMJ:D061.:01Y,CRIMINAL INVESTIGATION,Jeremiah Garrido,,12,6,1,0,1,2,1,2,0,0,2,0,1,0,Spring,2024,0
ADMJ:D062.:1,SEX ASSLT POL/COMM RESPONSE,Ramona Gabriel,,0,4,4,4,1,0,0,0,0,0,0,0,3,12,Spring,2024,0
ADMJ:D073.:1,CRIME AND CRIMINOLOGY,Ramona Gabriel,,0,0,3,1,0,3,0,0,0,0,0,0,2,2,Spring,2024,0
ADMJ:D075.:01Y,PRIN AND PROCED OF JUST SYST,James Suits,,3,1,1,2,2,2,3,2,0,0,1,0,2,0,Spring,2024,0
ADMJ:D090A:01Z,LEGAL ASPECTS OF EVIDNCE (CP4),Griffin Bonini,,6,8,5,3,4,0,0,0,0,0,0,0,6,2,Spring,2024,0
AFAM:D010.:01Z,INTRO AFRIC/AMER STDS,Julie Keiffer-Lewis,,8,4,0,1,1,0,0,0,0,0,0,0,0,8,Spring,2024,0
AFAM:D010.:1UM,INTRO AFRIC/AMER STDS,Julie Keiffer-Lewis,,0,3,3,1,4,0,0,3,0,0,2,0,0,8,Spring,2024,0
AFAM:D010.:50Z,INTRO AFRIC/AMER STDS,Julie Keiffer-Lewis,,4,27,3,6,0,3,0,1,0,0,0,0,5,2,Spring,2024,0
AFAM:D010.:60Z,INTRO AFRIC/AMER STDS,Julie Keiffer-Lewis,,3,29,2,3,3,0,1,0,0,0,0,0,1,10,Spring,2024,0
AFAM:D010.:61Z,INTRO AFRIC/AMER STDS,Julie Keiffer-Lewis,,1,24,1,3,4,0,0,1,0,0,0,0,2,15,Spring,2024,0
ANTH:D001.:01Y,PHYS ANTHRO,Amanda Feldman,,13,18,3,2,5,1,2,1,0,0,0,0,0,0,Spring,2024,0
ANTH:D001.:02Y,PHYS ANTHRO,Ameeta Tiwana,,0,32,0,0,9,0,0,3,0,0,0,0,1,3,Spring,2024,0
ANTH:D001.:50Z,PHYS ANTHRO,Ameeta Tiwana,,0,31,0,0,7,0,0,5,0,0,1,0,2,4,Spring,2024,0
ANTH:D001.:51Z,PHYS ANTHRO,Ameeta Tiwana,,0,24,0,0,13,0,0,2,0,0,0,0,5,4,Spring,2024,0
ANTH:D001.:52Z,PHYS ANTHRO,Amanda Feldman,,7,14,4,1,3,1,0,0,0,1,0,0,12,2,Spring,2024,0
ANTH:D001.:53Z,PHYS ANTHRO,Emily Beggs,,15,27,3,3,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
ANTH:D001.:54Z,PHYS ANTHRO,Leslie Berry,,0,38,0,0,5,0,0,0,0,0,0,0,3,0,Spring,2024,0
ANTH:D001.:55Z,PHYS ANTHRO,Julie Hui,,0,8,0,5,13,0,4,2,0,0,1,0,2,12,Spring,2024,0
ANTH:D001.:56Z,PHYS ANTHRO,Amanda Feldman,,8,11,1,3,2,0,1,1,0,0,0,0,6,1,Spring,2024,0
ANTH:D001H:02Y,PHYSICAL ANTHROPOLOGY-HONORS,Ameeta Tiwana,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
ANTH:D001L:2,PHYS ANTHRO LAB,Emily Beggs,,0,11,0,0,3,1,0,1,0,0,0,0,0,3,Spring,2024,0
ANTH:D001L:50Z,PHYS ANTHRO LAB,Ameeta Tiwana,,0,23,0,0,3,0,0,0,0,0,0,0,0,0,Spring,2024,0
ANTH:D001L:51Z,PHYS ANTHRO LAB,Ameeta Tiwana,,0,20,0,0,6,0,0,1,0,0,0,0,0,0,Spring,2024,0
ANTH:D001L:52Z,PHYS ANTHRO LAB,Julie Hui,,0,18,0,0,4,0,0,1,0,0,2,0,0,0,Spring,2024,0
ANTH:D001L:53Z,PHYS ANTHRO LAB,Daniel Solomon,,1,19,0,0,2,0,2,1,0,0,0,0,0,0,Spring,2024,0
ANTH:D002.:01Y,CULTURAL ANTHROPOLOGY,Ashidhara Das,,0,21,9,0,2,1,2,0,0,0,0,2,9,3,Spring,2024,0
ANTH:D002.:02Y,CULTURAL ANTHROPOLOGY,Daniel Solomon,,10,18,2,0,3,0,1,0,0,0,0,0,0,4,Spring,2024,0
ANTH:D002.:03Y,CULTURAL ANTHROPOLOGY,Angel Roque,,5,12,5,4,1,0,0,3,0,0,0,1,1,2,Spring,2024,0
ANTH:D002.:50Z,CULTURAL ANTHROPOLOGY,Angel Roque,,10,19,5,2,3,0,3,3,0,0,0,0,2,2,Spring,2024,0
ANTH:D002.:51Z,CULTURAL ANTHROPOLOGY,Ashidhara Das,,1,31,4,0,0,0,0,0,0,0,0,0,7,2,Spring,2024,0
ANTH:D004.:50Z,WORLD PREHISTORY,Nancy Olsen,,2,2,0,4,0,1,1,2,0,0,0,0,0,13,Spring,2024,0
ANTH:D006.:50Z,LINGUISTIC ANTHROPOLOGY,Ashidhara Das,,0,27,5,1,2,1,0,2,0,1,0,0,11,4,Spring,2024,0
ANTH:D008.:50Z,MEDIC ANTH: METHODS AND PRACT,Mayra Cerda Aguilar,,7,2,2,1,2,0,3,3,0,0,0,1,19,9,Spring,2024,0
ANTH:D012.:50Z,INTRO TO APPLIED ANTHROPOLOGY,Alicia Hedges,,4,3,2,0,0,0,0,1,0,0,0,0,1,2,Spring,2024,0
APRN:D053A:61,AUTO MECHANISMS,Xavier Silva,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
APRN:D060D:95,IGNIT ANALYS & OSCILL DIAG,Xavier Silva,,0,1,2,0,1,1,1,0,0,0,0,0,0,0,Spring,2024,0
APRN:D060E:96,AUTO FUEL INJECTION,Xavier Silva,,1,0,1,1,1,1,0,0,0,0,0,0,0,1,Spring,2024,0
APRN:D067J:97,INTRO TO AUTO/LIGHT TRUCK,Travis Loiacono,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Spring,2024,0
APRN:D64HP:61,HIGH PERFORM ENGINE PREP,Brett Johnson,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
ARTS:D001A:01D,INTRO TO VISUAL ARTS,Deborah Pasturel,,0,21,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
ARTS:D001A:01Y,INTRO TO VISUAL ARTS,Deborah Pasturel,,0,30,3,3,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
ARTS:D001A:02Y,INTRO TO VISUAL ARTS,Elizabeth Mjelde,,0,20,5,2,4,4,2,3,0,0,2,0,9,0,Spring,2024,0
ARTS:D001A:50Z,INTRO TO VISUAL ARTS,Elizabeth Mjelde,,0,40,6,1,1,4,1,2,0,0,0,0,3,0,Spring,2024,0
ARTS:D001A:64Z,INTRO TO VISUAL ARTS,Natasha Kleit,,0,8,7,4,3,3,1,2,0,1,0,0,8,2,Spring,2024,0
ARTS:D001A:65Z,INTRO TO VISUAL ARTS,Yael Karmi,,20,18,6,4,1,4,1,3,0,1,0,0,1,0,Spring,2024,0
ARTS:D001A:66Z,INTRO TO VISUAL ARTS,Linda Becerril,,4,5,6,7,3,5,6,3,0,2,1,2,2,4,Spring,2024,0
ARTS:D001A:67Z,INTRO TO VISUAL ARTS,Elizabeth Mjelde,,0,24,6,2,5,5,2,3,0,0,1,0,3,3,Spring,2024,0
ARTS:D001A:68Z,INTRO TO VISUAL ARTS,Darren Kerr,,5,16,4,3,3,5,1,3,0,0,0,0,0,7,Spring,2024,0
ARTS:D001B:50Z,ARCHITECT PAST & PRES,Kenneth Mencher,,2,17,2,6,2,5,0,4,0,0,0,0,4,3,Spring,2024,0
ARTS:D002A:50Z,HIST OF ART/EUROPE,Linda Becerril,,5,3,4,8,6,6,1,2,0,0,0,1,7,5,Spring,2024,0
ARTS:D002B:50Z,HIST OF ART/EUROPE,Elizabeth Mjelde,,0,32,1,4,3,2,3,5,0,0,1,0,4,3,Spring,2024,0
ARTS:D002C:50Z,HIST OF ART/EUROPE,Deborah Pasturel,,0,41,6,3,0,1,1,0,0,0,0,0,1,2,Spring,2024,0
ARTS:D002D:50Z,HIST OF ART/EUROPE & US,Elizabeth Mjelde,,0,19,5,0,2,1,0,8,0,1,1,0,4,2,Spring,2024,0
ARTS:D002G:40,HIST OF ART: ARTS OF ASIA,So Kam Lee,,0,4,1,1,2,3,2,2,0,0,3,0,1,2,Spring,2024,0
ARTS:D004A:01Y,BEGINNING DRAWING,Prakash Chandras,,5,3,1,1,0,1,0,0,0,0,0,0,8,1,Spring,2024,0
ARTS:D004A:51Z,BEGINNING DRAWING,Meiru Huang,,0,14,2,0,5,1,1,1,0,0,0,0,3,1,Spring,2024,0
ARTS:D004A:52Y,BEGINNING DRAWING,Prakash Chandras,,3,4,1,0,0,0,0,0,0,0,0,0,3,3,Spring,2024,0
ARTS:D004A:52Z,BEGINNING DRAWING,Masako Miki,,3,5,1,2,3,1,2,0,0,0,0,0,3,4,Spring,2024,0
ARTS:D004A:53Z,BEGINNING DRAWING,Meiru Huang,,0,12,1,0,0,0,3,0,0,0,0,0,10,2,Spring,2024,0
ARTS:D004B:50Z,INTERMEDIATE DRAWING,Meiru Huang,,0,11,2,0,3,2,2,2,0,0,0,0,1,0,Spring,2024,0
ARTS:D004C:1,LIFE DRAWING,Meiru Huang,,0,17,3,0,2,0,0,1,0,0,0,0,1,1,Spring,2024,0
ARTS:D008.:1,TWO-DIMENSIONAL DESIGN,Lei Chi,,4,5,3,0,5,2,1,0,0,0,0,0,5,0,Spring,2024,0
ARTS:D008.:50Z,TWO-DIMENSIONAL DESIGN,Sara Cole,,2,12,2,3,1,2,0,2,0,0,0,0,1,3,Spring,2024,0
ARTS:D010A:1,THREE-DIMENSIONAL DESIGN,Patricia Jauch,,5,9,2,0,2,0,0,0,0,0,0,0,0,0,Spring,2024,0
ARTS:D010B:1,INTERMED 3-DIMENSIONAL DESIGN,Patricia Jauch,,0,8,0,0,0,0,0,0,0,0,0,0,0,2,Spring,2024,0
ARTS:D012.:50Z,DESIGN AND COLOR,Sara Cole,,2,7,9,2,0,0,0,3,0,0,0,0,2,1,Spring,2024,0
ARTS:D014A:01Y,WATERCOLOR PAINTING I,Lei Chi,,5,3,1,2,1,0,0,1,0,0,0,0,2,0,Spring,2024,0
ARTS:D014B:01Y,WATERCOLOR PAINTING II,Lei Chi,,3,2,0,1,0,0,0,0,0,0,0,0,0,1,Spring,2024,0
ARTS:D014C:01Y,WATERCOLOR PAINTING III,Lei Chi,,2,1,0,0,0,0,0,0,0,0,0,0,1,1,Spring,2024,0
ARTS:D018A:1,CERAMICS,Jonathon Lewycky,,0,3,0,0,1,3,0,0,0,0,0,0,0,2,Spring,2024,0
ARTS:D018A:2,CERAMICS,Jonathon Lewycky,,4,3,5,3,2,1,0,1,0,0,0,0,4,0,Spring,2024,0
ARTS:D018A:3,CERAMICS,Christian Bonner,,3,4,2,0,1,2,0,0,0,0,0,0,0,0,Spring,2024,0
ARTS:D018B:1,CERAMICS BEG WHEEL THROWING,Jonathon Lewycky,,0,6,2,1,4,0,0,1,0,0,0,0,0,0,Spring,2024,0
ARTS:D018C:1,CERAMICS INTMED WHEEL THRWNG,Jonathon Lewycky,,0,4,1,0,0,0,0,0,0,0,0,0,0,2,Spring,2024,0
ARTS:D018D:1,CERAMICS HANDBUILDING,Christian Bonner,,1,3,2,2,0,0,0,0,0,0,0,0,0,1,Spring,2024,0
ARTS:D019J:1,CERAMICS TECHNIQUES,Jonathon Lewycky,,0,11,2,1,1,0,0,1,0,0,0,0,0,0,Spring,2024,0
ARTS:D03TC:50Z,WOMEN & ART,Natasha Kleit,,1,2,4,2,2,3,2,0,0,0,0,0,4,2,Spring,2024,0
ARTS:D053.:64Z,INTRO GRAPHIC DESIGN: VECTOR,Marco Marquez,,0,18,3,2,3,1,0,0,0,0,0,0,2,0,Spring,2024,0
ARTS:D054.:64Z,INTRO GRAPHIC DES: DESIGN IMAG,Gokce Kasikci,,0,19,0,2,0,1,2,0,0,0,0,0,1,3,Spring,2024,0
ARTS:D055A:61Z,GRAPHIC DES-COMMUNICATION I,Marco Marquez,,0,24,2,0,3,0,0,0,0,0,1,0,1,1,Spring,2024,0
ARTS:D055B:1,GRAPHIC DESIGN-COMMUNIC II,Marco Marquez,,0,24,3,0,0,0,0,0,0,0,0,0,1,0,Spring,2024,0
ARTS:D055C:1,GRAPH DES-COMM III: PROD TECH,Marco Marquez,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
ARTS:D063.:01Y,GRAPH DES: PORTFOL/BUS PRACT,Marco Marquez,,0,24,5,2,0,0,1,0,0,0,0,0,1,1,Spring,2024,0
ARTS:D065.:01Z,GRAPH DES: UI/UX AND WWW,Stacey Houghton,,6,10,3,1,1,0,1,1,0,0,0,0,4,2,Spring,2024,0
ARTS:D085.:01Y,GRAPHIC DES: MOTION GRAPHICS,Stacey Houghton,,2,14,7,0,2,0,0,1,0,0,1,0,2,1,Spring,2024,0
ASAM:D001.:60Z,ASIAN AMER EXPER PAST TO PRES,Mae Lee,,0,8,8,2,6,1,2,3,0,2,2,1,2,9,Spring,2024,0
ASAM:D011.:01Y,ASIAN AMERICANS AND RACISM,Mae Lee,,12,10,12,2,5,0,2,3,0,2,0,0,3,3,Spring,2024,0
ASAM:D011.:60Z,ASIAN AMERICANS AND RACISM,Wayne Jopanda,,34,12,0,1,0,0,0,1,0,0,0,0,2,1,Spring,2024,0
ASAM:D011.:61Z,ASIAN AMERICANS AND RACISM,Wayne Jopanda,,38,8,1,0,0,0,0,0,0,0,0,0,5,1,Spring,2024,0
ASAM:D013.:60Z,ASIAN AMERICANS AND ASIA,Mae Lee,,3,7,7,2,5,2,2,3,0,2,1,0,2,7,Spring,2024,0
ASAM:D020.:61Z,ASIAN PACIFIC AMERICAN LIT,Sherwin Mendoza,,0,31,0,0,2,0,0,0,0,0,1,0,2,3,Spring,2024,0
ASAM:D021.:01Y,ASIAN PAC AMERICANS MAKE CULTU,Francesca Caparas,,0,7,6,1,0,1,2,0,0,0,1,0,0,0,Spring,2024,0
ASAM:D021.:1VD,ASIAN PAC AMERICANS MAKE CULTU,Francesca Caparas,,0,8,11,0,5,0,0,0,0,0,1,0,2,1,Spring,2024,0
ASAM:D040.:40,HIST OF ART: ARTS OF ASIA,So Kam Lee,,0,1,1,1,0,0,1,3,0,0,1,0,0,2,Spring,2024,0
ASTR:D004.:12Z,SOLAR SYSTEM ASTRONOMY,Srikar Srinath,,2,8,3,0,4,0,2,1,0,0,1,0,6,0,Spring,2024,0
ASTR:D004.:50Z,SOLAR SYSTEM ASTRONOMY,Marek Cichanski,,0,32,0,0,16,0,0,7,0,0,4,0,10,3,Spring,2024,0
ASTR:D004.:51Z,SOLAR SYSTEM ASTRONOMY,Rachel Mastrapa,,0,45,0,0,9,0,0,8,0,0,1,0,5,0,Spring,2024,0
ASTR:D004.:53Z,SOLAR SYSTEM ASTRONOMY,Caitlin Marie Kepple,,0,38,9,1,5,4,1,1,0,0,0,1,5,1,Spring,2024,0
ASTR:D004.:55Z,SOLAR SYSTEM ASTRONOMY,Rachel Mastrapa,,0,33,0,0,10,0,0,8,0,0,2,0,16,0,Spring,2024,0
ASTR:D010.:10,STELLAR ASTRONOMY,Caitlin Marie Kepple,,0,13,4,5,4,5,1,3,0,1,1,0,10,2,Spring,2024,0
ASTR:D010.:18,STELLAR ASTRONOMY,Srikar Srinath,,4,10,5,3,0,1,4,0,0,0,0,0,4,1,Spring,2024,0
ASTR:D010.:50Z,STELLAR ASTRONOMY,Eric Peterson,,28,16,3,0,3,0,2,0,0,0,0,0,3,0,Spring,2024,0
ASTR:D015L:18,ASTRONOMY LAB,Caitlin Marie Kepple,,0,10,0,0,3,2,1,6,0,0,0,1,2,1,Spring,2024,0
ASTR:D015L:8,ASTRONOMY LAB,Caitlin Marie Kepple,,0,26,1,0,5,1,0,0,0,0,0,0,1,0,Spring,2024,0
AUTO:D050A:1,INTRO AUTO PRINCIPLES,William Wishart,,0,9,0,0,9,0,0,4,0,0,0,0,2,2,Spring,2024,0
AUTO:D050A:61,INTRO AUTO PRINCIPLES,William Wishart,,0,11,0,0,8,0,0,3,0,0,0,0,3,3,Spring,2024,0
AUTO:D050B:1,APPLIED AUTO PRINCIPLES,Ivan Kojnok,,0,13,0,0,5,0,0,2,0,0,0,0,1,0,Spring,2024,0
AUTO:D050B:61,APPLIED AUTO PRINCIPLES,Travis Loiacono,,0,11,0,0,1,0,0,3,0,0,2,0,0,2,Spring,2024,0
AUTO:D051A:1,INTRO AUTO PRIN-CHASSIS,William Wishart,,0,4,0,0,16,0,0,17,0,0,0,0,0,0,Spring,2024,0
AUTO:D051A:61,INTRO AUTO PRIN-CHASSIS,William Wishart,,0,6,0,0,11,0,0,8,0,0,2,0,1,3,Spring,2024,0
AUTO:D051B:1,APPLC AUTO PRIN-CHASSIS,William Wishart,,0,24,0,0,4,0,0,1,0,0,0,0,0,0,Spring,2024,0
AUTO:D051B:61,APPLC AUTO PRIN-CHASSIS,William Wishart,,0,22,0,0,3,0,0,0,0,0,0,0,0,1,Spring,2024,0
AUTO:D053A:55,AUTO MECHANISMS,Xavier Silva,,4,5,6,3,3,0,2,3,0,0,0,0,1,1,Spring,2024,0
AUTO:D053A:61,AUTO MECHANISMS,Xavier Silva,,4,6,3,1,4,4,0,2,0,0,0,0,2,0,Spring,2024,0
AUTO:D060.:61,AUTO ELECTRICAL SYSTEMS,Ivan Kojnok,,0,6,0,0,13,0,0,5,0,0,0,0,0,2,Spring,2024,0
AUTO:D060.:62,AUTO ELECTRICAL SYSTEMS,Ivan Kojnok,,0,10,0,0,7,0,0,7,0,0,0,0,0,2,Spring,2024,0
AUTO:D060D:95,IGNIT ANALYS & OSCILL DIAG,Xavier Silva,,0,10,1,2,5,1,2,6,0,0,0,0,0,2,Spring,2024,0
AUTO:D060E:96,AUTO FUEL INJECTION,Xavier Silva,,2,6,1,2,3,2,3,6,0,0,0,0,2,1,Spring,2024,0
AUTO:D062B:61,ADVANCED WHEEL ALIGNMENT,James Tallent,,0,4,6,3,7,2,1,1,0,0,0,0,0,1,Spring,2024,0
AUTO:D067J:96,INTRO TO AUTO/LIGHT TRUCK,Travis Loiacono,,0,3,0,0,4,0,0,3,0,0,0,0,0,7,Spring,2024,0
AUTO:D069Y:55,SMOG CHECK UPDATE,Lawrence Vernazza,,0,17,0,0,6,0,0,0,0,0,0,0,0,0,Spring,2024,0
AUTO:D093C:1,AUTOMATIC TRANSMISSIONS,James Tallent,,1,9,3,5,2,1,0,3,0,0,0,0,0,0,Spring,2024,0
AUTO:D093D:55,AUTOMATIC TRANSAXLES,James Tallent,,1,9,3,5,2,1,0,3,0,0,0,1,0,0,Spring,2024,0
AUTO:D093E:55,DIAGNOSTIC TECHNIQUES,James Tallent,,1,9,3,5,2,1,0,3,0,0,0,0,0,0,Spring,2024,0
AUTO:D093F:1,AUTO TRANSMISSN SERVICE,James Tallent,,1,9,3,5,2,1,0,3,0,0,0,0,0,0,Spring,2024,0
AUTO:D094E:1,MACHINING & ENGIN SERVIC,Brett Johnson,,2,2,3,3,4,4,2,3,0,0,0,0,2,0,Spring,2024,0
AUTO:D094F:1,MACHINING & ENGIN SERVIC,Brett Johnson,,2,2,2,1,2,3,2,9,0,0,0,0,0,0,Spring,2024,0
AUTO:D099E:1,BAS ENG PERFM PROCEDURES,Lawrence Vernazza,,0,1,5,3,5,1,4,6,0,0,0,0,1,0,Spring,2024,0
AUTO:D099F:1,INTERM ENG PERF DIAGNOST,Lawrence Vernazza,,1,1,2,4,1,4,3,9,0,0,0,0,0,0,Spring,2024,0
AUTO:D350A:1,INTRO AUTO PRINCIPLES,William Wishart,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,2024,0
AUTO:D350A:61,INTRO AUTO PRINCIPLES,William Wishart,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,2024,0
AUTO:D350B:1,APPLIED AUTO PRINCIPLES,Ivan Kojnok,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
AUTO:D350B:61,APPLIED AUTO PRINCIPLES,Travis Loiacono,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
AUTO:D351A:1,INTRO AUTO PRIN-CHASSIS,William Wishart,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
AUTO:D351A:61,INTRO AUTO PRIN-CHASSIS,William Wishart,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,2024,0
AUTO:D351B:1,APPLC AUTO PRIN-CHASSIS,William Wishart,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
AUTO:D351B:61,APPLC AUTO PRIN-CHASSIS,William Wishart,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
AUTO:D353A:61,AUTO MECHANISMS,Xavier Silva,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
AUTO:D360.:61,AUTO ELECTRICAL SYSTEMS,Ivan Kojnok,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
AUTO:D360.:62,AUTO ELECTRICAL SYSTEMS,Ivan Kojnok,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
AUTO:D360D:95,IGNIT ANALYS & OSCILL DIAG,Xavier Silva,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
AUTO:D360E:96,AUTO FUEL INJECTION,Xavier Silva,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
AUTO:D364H:61,HIGH PERFORM ENGINE PREP,Brett Johnson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,2024,0
AUTO:D367J:96,INTRO TO AUTO/LIGHT TRUCK,Travis Loiacono,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Spring,2024,0
AUTO:D64HP:61,HIGH PERFORM ENGINE PREP,Brett Johnson,,3,3,0,3,2,1,1,6,0,0,1,0,2,0,Spring,2024,0
